"","CLIP_NAME","GENRE","FAMILIARITY","TRACK_TITLE","ARTIST","MEDIA_RELATION_or_PERFORMER","RELEASE_DATE","VOCALISATION","VOCALISATION_TYPE","CLIP_TIME_START","CLIP_TIME_END","SPOTIFY_PLAYLIST_LINK","group","style_familiarity_M","style_familiarity_SD","clip_familiarity_M","clip_familiarity_SD","contrast_M","contrast_SD","enjoyment_M","enjoyment_SD","valence_M","valence_SD","arousal_M","arousal_SD","cluster","id_genre","id_genre_perc","genre_correct","id_decade","id_decade_perc","decade_correct","id_location","id_location_perc","thought_type","thought_type_perc","freq_context_words"
"46","Ambient_HIGH_12","Ambient","High","Interloper","Carbon Based Lifeforms",NA,"2010","no",NA,00:00:00,00:00:30,NA,12,3.0625,1.26841277498373,1.21875,0.552669474810304,2.0625,0.948258165473463,3.0625,1.34254212404628,3.34375,0.745280852019624,2.75,0.803219328902499,2,"Electronic",41.304347826087,43.75,"2000s",37.5,28.125,"Europe",43.75,"music",40.625,"club, game, movie, show, video"
"47","Ambient_HIGH_13","Ambient","High","snowfall","Øneheart, reidenshi",NA,"2022","no",NA,00:00:00,00:00:30,NA,13,3.5625,1.07575929673702,1.9375,1.52267803133058,1.84375,0.954087133371222,3.6875,1.14828062210279,3,1.16397539049476,1.65625,1.00352202348175,2,"Ambient",32,50,"2000s",37.5,6.25,"Europe, USA_Canada",50,"music",65.625,"game, movie, video"
"48","Ambient_HIGH_14","Ambient","High","Sweden","C418","Minecraft","2011","no",NA,00:00:00,00:00:30,NA,14,3.21875,1.36155449584704,2.03125,1.65557464928491,2.21875,1.03905586797544,3.65625,1.31024191314724,3.375,1.12880181980146,1.84375,0.766616992313128,2,"Ambient",55.5555555555556,78.125,"2000s",31.25,18.75,"USA_Canada",53.125,"music",50,"club, imagine, video"
"49","Ambient_LOW_15","Ambient","Low","Dulcamara","Duet for Theremin and Lap Steel",NA,"2016","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/2dzjuFdj7zjwz8XvzifwqU?si=9192a47bc9914edb",15,2.74285714285714,1.09390980225162,1.51428571428571,1.01086534192038,2.17142857142857,0.78537043660242,3.11428571428571,1.18250552968309,3.11428571428571,0.866752850702944,2.17142857142857,1.04278231572231,1,"Ambient",43.4782608695652,57.1428571428571,"2000s",37.1428571428571,25.7142857142857,"Europe",54.2857142857143,"music",34.2857142857143,"club, movie, party"
"50","Ambient_LOW_16","Ambient","Low","Everlasting Dreams - Calm's Still Dreaming Mix","KENKOU, Calm",NA,"2020","no",NA,00:00:00,00:00:30,NA,16,2.70967741935484,1.2700012700019,1.45161290322581,0.9605106168915,2.19354838709677,1.1949715432793,2.96774193548387,1.4940743169321,3.12903225806452,1.17592333888087,2.03225806451613,0.836017183545169,1,"Ambient",52.1739130434783,74.1935483870968,"2010s",32.258064516129,9.67741935483871,"USA_Canada",45.1612903225806,"music",51.6129032258064,"movie, video"
"51","Ambient_LOW_17","Ambient","Low","Fantasy & Reason","Palantir",NA,"2000","no",NA,00:00:00,00:00:30,NA,17,2.12903225806452,1.14722666995588,1.12903225806452,0.427546136603678,2.54838709677419,0.994609125148144,2.87096774193548,1.31001108096766,3.32258064516129,0.908738934795304,2.70967741935484,0.97274691422784,1,"Ambient",28.2051282051282,35.4838709677419,"2000s",29.0322580645161,29.0322580645161,"USA_Canada",38.7096774193548,"music",41.9354838709677,"bar, club"
"52","Ambient_LOW_18","Ambient","Low","Memories of Grass","Perila",NA,"2021","no",NA,00:00:00,00:00:30,NA,18,2.15789473684211,1.21979873815034,1.34210526315789,0.814607044696305,1.71052631578947,0.86705137903319,2.28947368421053,1.29255445254824,2.63157894736842,0.970401216315133,1.84210526315789,0.886118648314361,1,"Ambient",44,55.2631578947368,"2000s",36.8421052631579,13.1578947368421,"Europe",50,"music",44.7368421052632,"concert, movie"
"53","Ambient_LOW_19","Ambient","Low","One and Two","Pablo Bolviar, Sensual Physics",NA,"2022","no",NA,00:00:00,00:00:30,NA,19,3.06666666666667,1.14269292744673,1.16666666666667,0.530668630505232,1.9,0.711966678801851,3.3,1.23595558451611,3.36666666666667,0.764890496257058,2.6,0.968468396223005,1,"Electronic",31.1111111111111,43.3333333333333,"2010s",26.6666666666667,13.3333333333333,"Europe",53.3333333333333,"music",40,"club, movie"
"54","Ambient_LOW_20","Ambient","Low","Rain And Sea","Abstract Audio Systems",NA,"2005","no",NA,00:00:00,00:00:30,NA,20,2.81818181818182,1.33357005474369,1.21212121212121,0.599873724085732,1.60606060606061,0.998104263697997,3.03030303030303,1.44665235295251,2.87878787878788,1.08275042592856,2.27272727272727,0.910793859523358,1,"Ambient",36.734693877551,54.5454545454545,"2010s",30.3030303030303,24.2424242424242,"Europe",51.5151515151515,"music",39.3939393939394,"game, movie, video"
"55","Ambient_LOW_21","Ambient","Low","Value Kit","Halosar",NA,"2022","no",NA,00:00:00,00:00:30,NA,21,3,1.45912037134176,1.65625,1.00352202348175,2.5,0.915810939779251,3.34375,1.33463478150391,3.6875,0.895778630487862,2.40625,0.945596756448779,1,"Ambient",51.1111111111111,71.875,"1980s",28.125,12.5,"USA_Canada",46.875,"music",37.5,"concert, movie"
"56","Ambient_MED_01","Ambient","Medium","2010 Toyota Corolla","2003 Toyota Corolla",NA,"2021","no",NA,00:00:00,00:00:30,"https://open.spotify.com/playlist/46SGVh1UmqEURyLmLiKojI?si=04288af4b1904eb9",1,2.73529411764706,1.02421658248787,1.85294117647059,0.988796419932486,2.35294117647059,0.917253903620838,2.85294117647059,1.18404424930563,3.41176470588235,0.856973075452147,2.67647058823529,0.944540556432119,3,"Ambient",34.8837209302326,44.1176470588235,"2010s",29.4117647058824,2.94117647058824,"USA_Canada",35.2941176470588,"music",44.1176470588235,"game, video"
"57","Ambient_MED_02","Ambient","Medium","Diamond Cove ( And Its Children Were Watching)","Kyle Bobby Dunn",NA,"2012","no",NA,00:00:00,00:00:30,NA,2,2.67647058823529,1.42957056987763,1.32352941176471,0.806059935935818,1.52941176470588,0.706476280141699,2.85294117647059,1.28233576988945,2.76470588235294,0.955330294442452,1.55882352941176,0.823561242063752,3,"Ambient",52.5,61.7647058823529,"1990s, 2010s",20.5882352941176,20.5882352941176,"Europe, USA_Canada",47.0588235294118,"music",44.1176470588235,"movie, party, radio"
